Location,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Previous_Violations,day_of_week,hour,Violation_Type
Uttar Pradesh,Auto Rickshaw,Green,1995,Punjab,50,Male,Heavy Vehicle,6,Foggy,Potholes,Valid,3,No,No,Green,80,85,0.18,Not Conducted,No,0,1,13,Over-speeding
Tamil Nadu,Bus,White,2012,Punjab,47,Other,Learner,8,Cloudy,Under Construction,Expired,1,,No,Yellow,60,28,0.4,Positive,No,5,4,9,Using Mobile Phone
Tamil Nadu,Truck,Black,2009,Tamil Nadu,20,Other,Four-Wheeler,1,Clear,Dry,Suspended,5,Yes,No,Red,50,63,0.29,Negative,Yes,0,2,12,No Seatbelt
Punjab,Bus,Black,2002,Punjab,46,Female,Two-Wheeler,8,Foggy,Wet,Expired,2,,,Green,40,30,0.35,Not Conducted,No,3,2,22,Drunk Driving
Karnataka,Bike,White,2004,Gujarat,52,Male,Two-Wheeler,8,Foggy,Wet,Expired,4,No,Yes,Green,40,56,0.04,Not Conducted,Yes,4,0,16,Drunk Driving
Punjab,Auto Rickshaw,White,1999,Delhi,19,Other,Heavy Vehicle,0,Cloudy,Slippery,Valid,2,,No,Red,40,63,0.34,Not Conducted,No,5,2,7,Drunk Driving
Tamil Nadu,Bike,Grey,2017,Punjab,60,Other,Two-Wheeler,8,Rainy,Wet,Suspended,5,Yes,Yes,Red,40,95,0.36,Positive,No,5,0,7,Using Mobile Phone
Tamil Nadu,Auto Rickshaw,Green,2013,Tamil Nadu,32,Other,Two-Wheeler,5,Rainy,Slippery,Suspended,5,Yes,Yes,Green,40,72,0.3,Negative,Yes,0,3,15,Overloading
Karnataka,Truck,White,2021,Gujarat,65,Male,Heavy Vehicle,7,Clear,Potholes,Expired,3,Yes,Yes,Green,60,63,0.1,Negative,Yes,4,5,11,No Helmet
Tamil Nadu,Bike,Grey,2022,Tamil Nadu,75,Female,Four-Wheeler,1,Cloudy,Under Construction,Suspended,5,No,Yes,Green,60,24,0.41,Positive,No,2,6,0,Wrong Parking
Uttar Pradesh,Bike,Green,2018,Uttar Pradesh,74,Other,Heavy Vehicle,2,Foggy,Dry,Valid,5,Yes,,Green,80,50,0.33,Not Conducted,Yes,0,4,12,Over-speeding
Tamil Nadu,Truck,Black,2010,Gujarat,71,Female,Learner,10,Dust Storm,Slippery,Expired,5,No,,Green,60,20,0.24,Not Conducted,Yes,2,3,19,Overloading
Punjab,Auto Rickshaw,Blue,2017,Punjab,45,Male,Four-Wheeler,7,Dust Storm,Wet,Suspended,1,No,,Green,60,70,0.02,Negative,No,3,1,1,No Seatbelt
Karnataka,Truck,Yellow,2008,West Bengal,57,Other,Learner,7,Dust Storm,Dry,Expired,4,,No,Green,100,115,0.47,Positive,Yes,1,0,18,No Seatbelt
Karnataka,Auto Rickshaw,Silver,1997,West Bengal,47,Other,Four-Wheeler,7,Foggy,Potholes,Suspended,2,,Yes,Green,40,80,0.21,Not Conducted,Yes,0,4,4,Wrong Parking
Karnataka,Auto Rickshaw,White,2017,Delhi,32,Female,Two-Wheeler,2,Clear,Slippery,Suspended,5,Yes,No,Green,40,113,0.47,Negative,Yes,5,6,2,Drunk Driving
Punjab,Auto Rickshaw,Red,2019,Delhi,68,Male,Four-Wheeler,2,Dust Storm,Under Construction,Expired,2,,Yes,Red,60,47,0.18,Negative,Yes,5,1,15,Driving Without License
Punjab,Bike,Black,1995,Maharashtra,42,Female,Commercial,9,Rainy,Under Construction,Valid,3,No,,Green,40,110,0.15,Not Conducted,Yes,1,5,16,No Helmet
Maharashtra,Scooter,Black,1999,Maharashtra,35,Male,Commercial,3,Cloudy,Dry,Valid,4,,No,Yellow,40,86,0.27,Negative,Yes,3,3,23,No Helmet
Uttar Pradesh,Car,Green,2014,Uttar Pradesh,24,Other,Four-Wheeler,9,Foggy,Dry,Valid,1,Yes,Yes,Green,60,119,0.11,Negative,No,5,2,3,Using Mobile Phone
Maharashtra,Truck,Red,2010,Punjab,56,Other,Learner,7,Cloudy,Slippery,Suspended,5,,No,Red,60,70,0.26,Positive,No,1,3,3,Drunk Driving
Punjab,Car,Blue,2017,Uttar Pradesh,28,Female,Two-Wheeler,1,Cloudy,Dry,Suspended,4,Yes,,Green,100,57,0.47,Positive,Yes,5,1,17,Signal Jumping
Karnataka,Scooter,Yellow,2019,Punjab,65,Other,Two-Wheeler,9,Dust Storm,Potholes,Valid,2,Yes,No,Green,100,63,0.42,Negative,Yes,3,3,2,Drunk Driving
West Bengal,Bus,Red,1996,Karnataka,62,Female,Learner,1,Dust Storm,Wet,Suspended,5,No,No,Green,60,91,0.45,Not Conducted,Yes,3,4,16,Overloading
Tamil Nadu,Truck,Yellow,2015,Maharashtra,68,Male,Heavy Vehicle,2,Rainy,Wet,Expired,3,Yes,Yes,Green,30,35,0.28,Negative,Yes,5,1,7,Overloading
Gujarat,Scooter,White,2017,West Bengal,53,Female,Four-Wheeler,7,Foggy,Under Construction,Suspended,3,Yes,No,Yellow,40,54,0.38,Not Conducted,No,1,6,6,Over-speeding
West Bengal,Truck,Blue,2022,Uttar Pradesh,37,Male,Heavy Vehicle,5,Rainy,Dry,Valid,4,Yes,,Red,80,38,0.23,Positive,No,3,0,0,No Seatbelt
Maharashtra,Truck,Blue,2001,West Bengal,72,Male,Four-Wheeler,10,Rainy,Under Construction,Expired,5,,No,Red,50,39,0.48,Negative,Yes,2,5,13,Overloading
Delhi,Auto Rickshaw,Yellow,1997,Karnataka,41,Male,Heavy Vehicle,8,Cloudy,Under Construction,Valid,4,Yes,Yes,Red,40,114,0.11,Not Conducted,No,5,3,11,No Seatbelt
Tamil Nadu,Bike,Grey,2002,West Bengal,47,Other,Four-Wheeler,9,Dust Storm,Wet,Suspended,3,Yes,,Red,30,21,0.2,Not Conducted,Yes,2,0,20,Driving Without License
Gujarat,Bus,Yellow,2010,Delhi,67,Male,Learner,7,Rainy,Slippery,Valid,4,,,Red,50,86,0.36,Not Conducted,No,2,0,17,Driving Without License
Uttar Pradesh,Scooter,Blue,2001,Karnataka,71,Male,Heavy Vehicle,2,Dust Storm,Under Construction,Expired,3,Yes,,Yellow,30,32,0.02,Negative,Yes,2,4,19,Wrong Parking
Uttar Pradesh,Car,Red,2010,Gujarat,25,Female,Heavy Vehicle,6,Clear,Slippery,Suspended,4,Yes,Yes,Green,30,110,0.28,Positive,No,5,3,13,Overloading
Maharashtra,Bus,White,2008,West Bengal,22,Male,Two-Wheeler,6,Clear,Wet,Expired,3,Yes,Yes,Yellow,50,55,0.42,Positive,No,5,5,5,Signal Jumping
Gujarat,Truck,White,2021,Delhi,29,Male,Commercial,3,Dust Storm,Dry,Suspended,2,Yes,No,Green,30,84,0.42,Negative,Yes,3,5,9,Drunk Driving
West Bengal,Car,White,2012,Karnataka,33,Female,Commercial,2,Dust Storm,Under Construction,Expired,3,Yes,Yes,Yellow,50,28,0.47,Not Conducted,No,5,3,23,Driving Without License
West Bengal,Bus,Red,2009,Uttar Pradesh,71,Male,Four-Wheeler,6,Foggy,Dry,Valid,4,Yes,,Yellow,80,89,0.47,Negative,No,0,0,22,Wrong Parking
Maharashtra,Bike,Blue,2001,Delhi,30,Other,Heavy Vehicle,2,Rainy,Dry,Suspended,1,,,Red,50,63,0.01,Negative,No,5,5,17,Overloading
Gujarat,Scooter,Black,2000,Gujarat,41,Male,Learner,2,Rainy,Under Construction,Suspended,1,No,Yes,Red,30,45,0.14,Negative,No,5,5,12,Drunk Driving
Maharashtra,Bus,Blue,2005,Uttar Pradesh,45,Other,Four-Wheeler,3,Cloudy,Wet,Suspended,2,No,Yes,Green,30,25,0.3,Not Conducted,No,1,3,11,Driving Without License
Punjab,Bike,Silver,2012,Maharashtra,19,Male,Heavy Vehicle,0,Cloudy,Slippery,Expired,5,No,No,Green,40,51,0.2,Not Conducted,Yes,4,1,3,Drunk Driving
Karnataka,Bus,Blue,1996,Gujarat,24,Female,Four-Wheeler,3,Rainy,Under Construction,Valid,4,No,,Yellow,60,70,0.17,Positive,Yes,2,1,5,No Seatbelt
Karnataka,Bike,Green,2012,Delhi,50,Female,Heavy Vehicle,10,Cloudy,Dry,Valid,2,Yes,Yes,Yellow,30,98,0.19,Not Conducted,No,1,1,17,No Seatbelt
Delhi,Scooter,Yellow,1999,Maharashtra,27,Other,Learner,4,Foggy,Slippery,Suspended,1,Yes,,Green,50,117,0.33,Negative,No,4,4,23,Overloading
Uttar Pradesh,Bike,Green,2002,West Bengal,63,Other,Heavy Vehicle,5,Cloudy,Wet,Valid,1,Yes,No,Green,40,85,0.22,Positive,Yes,5,1,5,Signal Jumping
Maharashtra,Bus,Black,2003,Maharashtra,20,Other,Learner,9,Foggy,Wet,Valid,2,No,No,Red,30,23,0.19,Negative,Yes,5,1,11,Overloading
Delhi,Car,White,2022,Delhi,70,Female,Learner,1,Rainy,Potholes,Suspended,4,Yes,,Green,30,37,0.17,Positive,Yes,5,1,5,Over-speeding
Punjab,Truck,White,2011,Gujarat,55,Female,Heavy Vehicle,10,Cloudy,Under Construction,Suspended,4,,,Red,100,54,0.03,Positive,Yes,1,2,12,Drunk Driving
Delhi,Bus,Grey,1998,Tamil Nadu,24,Female,Learner,0,Rainy,Dry,Valid,3,No,No,Red,30,107,0.0,Negative,Yes,2,2,10,Wrong Parking
West Bengal,Scooter,Yellow,2011,Uttar Pradesh,22,Female,Four-Wheeler,10,Rainy,Dry,Suspended,3,Yes,Yes,Yellow,40,85,0.09,Negative,Yes,5,1,23,Signal Jumping
Uttar Pradesh,Truck,Red,2018,West Bengal,49,Female,Two-Wheeler,7,Clear,Slippery,Valid,3,,No,Yellow,30,101,0.24,Positive,No,2,1,2,Over-speeding
Gujarat,Bus,Black,1995,Delhi,32,Other,Commercial,9,Clear,Wet,Valid,1,Yes,No,Red,80,33,0.08,Negative,No,5,2,6,Over-speeding
Uttar Pradesh,Truck,Silver,2022,Punjab,67,Male,Four-Wheeler,0,Clear,Slippery,Suspended,1,No,No,Yellow,80,113,0.34,Positive,Yes,3,6,17,Overloading
Gujarat,Car,Red,1998,Punjab,23,Other,Four-Wheeler,7,Rainy,Potholes,Expired,2,Yes,,Red,30,36,0.5,Negative,Yes,5,5,10,Over-speeding
Delhi,Bike,Green,2007,West Bengal,64,Male,Heavy Vehicle,10,Foggy,Potholes,Suspended,2,No,No,Yellow,50,43,0.24,Negative,Yes,3,5,16,Over-speeding
Uttar Pradesh,Car,Grey,2010,Punjab,48,Other,Four-Wheeler,8,Rainy,Dry,Valid,5,No,,Red,100,40,0.14,Positive,No,0,5,1,Overloading
Uttar Pradesh,Truck,Black,2006,Karnataka,57,Other,Commercial,8,Rainy,Dry,Expired,1,No,,Green,60,104,0.49,Not Conducted,No,1,5,14,Driving Without License
Maharashtra,Auto Rickshaw,Blue,2000,Uttar Pradesh,60,Male,Heavy Vehicle,9,Rainy,Slippery,Valid,3,Yes,No,Green,50,80,0.38,Negative,Yes,2,4,7,No Helmet
Gujarat,Bike,Silver,1999,Maharashtra,51,Male,Four-Wheeler,5,Dust Storm,Wet,Expired,5,Yes,No,Yellow,100,101,0.1,Positive,No,2,4,14,No Helmet
Delhi,Bus,Red,2016,Tamil Nadu,46,Female,Heavy Vehicle,1,Clear,Under Construction,Expired,2,No,No,Green,40,60,0.43,Not Conducted,Yes,1,3,2,Signal Jumping
Tamil Nadu,Car,Yellow,2006,Gujarat,18,Female,Heavy Vehicle,4,Dust Storm,Potholes,Valid,2,No,,Green,30,117,0.39,Negative,Yes,4,3,3,Over-speeding
Karnataka,Truck,Silver,2019,Karnataka,59,Other,Learner,7,Clear,Under Construction,Valid,1,Yes,Yes,Yellow,60,21,0.45,Not Conducted,No,1,5,19,Over-speeding
Punjab,Bike,Silver,2007,Karnataka,21,Male,Heavy Vehicle,4,Clear,Wet,Valid,5,,No,Red,80,39,0.28,Negative,No,5,4,13,Overloading
Punjab,Bike,Black,1999,Punjab,75,Male,Two-Wheeler,1,Foggy,Dry,Valid,3,,No,Red,40,50,0.15,Negative,No,5,2,11,Signal Jumping
Gujarat,Truck,White,2005,Uttar Pradesh,44,Female,Heavy Vehicle,3,Dust Storm,Dry,Suspended,4,,No,Yellow,100,66,0.14,Not Conducted,No,5,6,0,Over-speeding
Delhi,Scooter,Red,2020,Uttar Pradesh,37,Female,Learner,10,Dust Storm,Wet,Expired,2,Yes,,Red,30,115,0.44,Negative,No,3,6,12,Signal Jumping
Karnataka,Auto Rickshaw,White,2003,Gujarat,66,Male,Learner,6,Foggy,Wet,Expired,3,,,Red,60,67,0.0,Not Conducted,No,2,0,13,No Helmet
Uttar Pradesh,Truck,Grey,2002,Delhi,52,Female,Commercial,3,Clear,Potholes,Expired,3,Yes,,Yellow,100,108,0.35,Positive,No,2,2,0,Signal Jumping
West Bengal,Scooter,Silver,2017,Maharashtra,33,Other,Commercial,9,Foggy,Under Construction,Suspended,3,Yes,No,Red,40,82,0.29,Not Conducted,Yes,0,2,13,Drunk Driving
Maharashtra,Car,Blue,2011,Uttar Pradesh,30,Other,Learner,7,Clear,Potholes,Valid,2,,Yes,Green,30,99,0.17,Negative,Yes,3,3,21,Drunk Driving
Gujarat,Scooter,White,1997,Maharashtra,66,Other,Learner,0,Foggy,Wet,Expired,5,,Yes,Red,100,104,0.15,Negative,Yes,0,3,19,No Seatbelt
Gujarat,Bike,Red,2000,Maharashtra,32,Male,Learner,1,Clear,Wet,Expired,2,No,,Yellow,50,114,0.33,Positive,No,5,4,17,No Seatbelt
Karnataka,Scooter,Blue,2004,Uttar Pradesh,21,Other,Learner,9,Foggy,Dry,Valid,1,Yes,,Yellow,40,37,0.24,Positive,Yes,2,2,15,Drunk Driving
Karnataka,Auto Rickshaw,Green,2007,Tamil Nadu,53,Female,Heavy Vehicle,8,Dust Storm,Dry,Suspended,2,,,Green,30,85,0.1,Negative,No,2,1,9,Over-speeding
Maharashtra,Car,Yellow,2007,Gujarat,37,Other,Two-Wheeler,5,Foggy,Dry,Suspended,5,,No,Red,30,119,0.41,Not Conducted,No,1,1,5,Overloading
Delhi,Truck,White,1995,West Bengal,53,Male,Four-Wheeler,3,Dust Storm,Slippery,Valid,1,,Yes,Red,60,27,0.37,Positive,Yes,5,6,3,Drunk Driving
Tamil Nadu,Scooter,Grey,2019,Maharashtra,66,Male,Two-Wheeler,8,Clear,Potholes,Valid,4,Yes,Yes,Yellow,60,117,0.13,Not Conducted,Yes,3,3,9,Driving Without License
Delhi,Truck,Blue,2008,Maharashtra,45,Female,Four-Wheeler,5,Rainy,Under Construction,Valid,1,Yes,No,Yellow,40,56,0.33,Negative,Yes,5,1,11,Wrong Parking
Delhi,Car,Green,2013,Maharashtra,59,Female,Commercial,9,Cloudy,Slippery,Valid,1,No,Yes,Red,30,45,0.31,Not Conducted,Yes,4,2,0,No Seatbelt
Karnataka,Bus,Grey,2002,Punjab,61,Female,Commercial,7,Foggy,Under Construction,Valid,3,Yes,Yes,Red,100,29,0.03,Positive,No,4,4,4,No Seatbelt
Maharashtra,Bike,Blue,2014,Gujarat,33,Female,Commercial,10,Clear,Dry,Suspended,2,Yes,Yes,Green,60,65,0.09,Positive,No,4,3,11,Drunk Driving
Delhi,Truck,Green,2000,Uttar Pradesh,71,Male,Heavy Vehicle,5,Foggy,Dry,Expired,2,,,Green,30,112,0.24,Not Conducted,No,1,4,5,No Helmet
West Bengal,Truck,Grey,2016,Delhi,29,Male,Two-Wheeler,1,Cloudy,Potholes,Expired,3,Yes,Yes,Yellow,40,84,0.06,Positive,No,2,1,20,Wrong Parking
Tamil Nadu,Car,White,2016,West Bengal,58,Other,Commercial,1,Rainy,Dry,Suspended,3,Yes,Yes,Green,30,68,0.35,Negative,No,2,2,4,No Seatbelt
Tamil Nadu,Bus,Red,2019,Maharashtra,57,Female,Four-Wheeler,7,Rainy,Wet,Expired,3,Yes,Yes,Green,80,88,0.47,Positive,Yes,1,1,23,Wrong Parking
Uttar Pradesh,Bike,Yellow,1998,Delhi,52,Male,Commercial,3,Rainy,Potholes,Valid,2,No,Yes,Green,60,120,0.11,Not Conducted,No,2,0,19,Driving Without License
Maharashtra,Car,White,2023,Gujarat,41,Other,Four-Wheeler,0,Dust Storm,Under Construction,Suspended,4,,No,Green,80,26,0.43,Negative,Yes,4,5,20,Driving Without License
Delhi,Auto Rickshaw,Black,1995,West Bengal,67,Female,Heavy Vehicle,7,Cloudy,Dry,Suspended,2,No,No,Red,100,38,0.34,Negative,Yes,1,2,11,Overloading
Delhi,Scooter,Yellow,2021,Karnataka,69,Male,Learner,6,Dust Storm,Wet,Expired,5,Yes,,Red,50,36,0.11,Not Conducted,No,0,5,0,No Helmet
Punjab,Auto Rickshaw,Silver,2000,Delhi,68,Female,Two-Wheeler,2,Cloudy,Wet,Expired,4,,Yes,Red,80,80,0.33,Positive,No,4,0,10,Wrong Parking
Delhi,Truck,White,2018,Gujarat,18,Male,Four-Wheeler,3,Cloudy,Under Construction,Expired,3,,No,Red,80,92,0.34,Positive,Yes,5,2,3,Wrong Parking
Gujarat,Bus,White,1998,West Bengal,65,Female,Two-Wheeler,10,Rainy,Wet,Valid,5,,Yes,Yellow,50,82,0.08,Positive,No,1,3,0,No Seatbelt
Tamil Nadu,Truck,Blue,1995,Gujarat,66,Male,Two-Wheeler,8,Dust Storm,Slippery,Valid,1,No,Yes,Red,100,102,0.47,Not Conducted,No,0,3,3,No Helmet
Karnataka,Bike,Yellow,2021,Uttar Pradesh,45,Other,Commercial,3,Rainy,Slippery,Valid,3,No,,Yellow,80,119,0.09,Not Conducted,Yes,4,2,19,Using Mobile Phone
Uttar Pradesh,Truck,Green,2015,Tamil Nadu,52,Female,Four-Wheeler,0,Cloudy,Slippery,Suspended,1,No,,Yellow,60,59,0.32,Positive,Yes,4,1,14,Overloading
Uttar Pradesh,Scooter,Blue,2001,Punjab,55,Female,Two-Wheeler,5,Cloudy,Slippery,Expired,5,Yes,Yes,Green,60,115,0.22,Positive,Yes,2,6,11,Overloading
Tamil Nadu,Truck,Yellow,2023,West Bengal,42,Other,Commercial,6,Dust Storm,Slippery,Suspended,1,Yes,No,Yellow,40,31,0.44,Positive,Yes,2,2,19,Driving Without License
Gujarat,Scooter,White,2001,West Bengal,59,Other,Commercial,6,Rainy,Wet,Valid,2,No,No,Red,40,36,0.15,Negative,Yes,3,6,5,Driving Without License
West Bengal,Car,Red,2020,Tamil Nadu,19,Female,Heavy Vehicle,6,Clear,Potholes,Suspended,3,Yes,,Yellow,40,36,0.04,Negative,No,4,1,23,Driving Without License
Tamil Nadu,Auto Rickshaw,Green,2002,Uttar Pradesh,28,Other,Heavy Vehicle,2,Foggy,Wet,Suspended,1,Yes,,Red,50,60,0.38,Negative,No,1,3,22,Using Mobile Phone
West Bengal,Bike,Green,2014,Maharashtra,25,Female,Four-Wheeler,0,Clear,Potholes,Valid,2,Yes,No,Red,40,80,0.29,Not Conducted,Yes,0,3,23,Driving Without License
Karnataka,Bike,Black,2000,West Bengal,73,Other,Learner,9,Cloudy,Potholes,Valid,4,No,Yes,Red,100,21,0.32,Positive,Yes,1,4,13,No Seatbelt
West Bengal,Scooter,Green,2009,Delhi,58,Female,Two-Wheeler,5,Clear,Under Construction,Suspended,4,Yes,,Red,40,111,0.22,Negative,No,3,0,12,Over-speeding
Tamil Nadu,Scooter,White,2007,Delhi,60,Other,Learner,2,Clear,Potholes,Valid,1,,No,Red,80,25,0.46,Not Conducted,Yes,3,6,22,Overloading
Karnataka,Bike,Green,2012,Gujarat,32,Female,Learner,8,Dust Storm,Wet,Valid,3,Yes,Yes,Red,80,43,0.39,Positive,No,5,2,19,Signal Jumping
Delhi,Auto Rickshaw,White,2022,Punjab,40,Male,Four-Wheeler,2,Cloudy,Dry,Valid,3,No,Yes,Green,100,59,0.03,Not Conducted,No,2,4,5,No Seatbelt
Delhi,Bike,Black,2016,Punjab,40,Female,Learner,7,Dust Storm,Wet,Suspended,1,,No,Yellow,30,36,0.02,Negative,No,4,6,15,Overloading
Uttar Pradesh,Bike,Red,2005,Delhi,23,Female,Commercial,4,Rainy,Wet,Valid,3,,,Green,60,110,0.43,Not Conducted,No,4,1,8,No Seatbelt
Punjab,Bike,Green,2014,Karnataka,38,Male,Four-Wheeler,2,Dust Storm,Slippery,Expired,3,Yes,,Yellow,50,61,0.28,Not Conducted,No,3,4,7,Over-speeding
West Bengal,Bus,White,2012,Maharashtra,41,Female,Commercial,4,Cloudy,Dry,Suspended,3,,Yes,Yellow,80,100,0.4,Negative,Yes,0,6,1,Overloading
Karnataka,Bike,Blue,2013,Karnataka,70,Male,Learner,10,Rainy,Slippery,Expired,1,,,Red,80,33,0.26,Not Conducted,No,1,2,8,Overloading
Punjab,Bus,Yellow,2011,West Bengal,60,Male,Heavy Vehicle,2,Dust Storm,Slippery,Expired,3,,,Yellow,100,49,0.26,Not Conducted,Yes,5,0,21,No Seatbelt
Delhi,Car,Red,2012,Gujarat,22,Male,Commercial,8,Dust Storm,Potholes,Expired,1,No,,Green,50,44,0.23,Positive,Yes,0,1,9,Drunk Driving
Delhi,Bus,White,2000,Gujarat,39,Male,Four-Wheeler,3,Dust Storm,Under Construction,Expired,2,No,,Red,60,110,0.3,Negative,Yes,3,2,5,Using Mobile Phone
Maharashtra,Bike,Blue,2011,Delhi,39,Female,Learner,9,Foggy,Dry,Valid,3,,,Red,100,40,0.42,Negative,No,4,6,15,No Seatbelt
West Bengal,Bus,White,2010,Tamil Nadu,49,Other,Two-Wheeler,6,Cloudy,Dry,Suspended,1,Yes,Yes,Yellow,50,44,0.11,Negative,No,5,0,16,Drunk Driving
Tamil Nadu,Bike,Grey,2007,Uttar Pradesh,34,Male,Four-Wheeler,3,Rainy,Dry,Valid,1,,,Red,50,87,0.39,Not Conducted,No,2,2,23,Using Mobile Phone
Delhi,Auto Rickshaw,Blue,2010,Punjab,72,Other,Two-Wheeler,5,Cloudy,Potholes,Expired,5,,Yes,Yellow,40,24,0.05,Positive,Yes,4,2,13,Overloading
Punjab,Truck,Silver,1995,Uttar Pradesh,68,Other,Heavy Vehicle,2,Cloudy,Under Construction,Expired,4,,No,Red,50,35,0.46,Negative,Yes,1,0,7,Using Mobile Phone
Gujarat,Scooter,Black,2017,Tamil Nadu,62,Female,Learner,2,Clear,Under Construction,Suspended,4,Yes,Yes,Green,50,108,0.46,Positive,No,2,2,20,Drunk Driving
Uttar Pradesh,Auto Rickshaw,Green,2011,Punjab,75,Other,Commercial,9,Foggy,Potholes,Expired,5,,Yes,Red,50,82,0.4,Not Conducted,No,4,2,2,No Seatbelt
Delhi,Scooter,Blue,2003,Tamil Nadu,51,Female,Two-Wheeler,3,Dust Storm,Dry,Valid,3,Yes,,Green,100,73,0.32,Positive,No,4,6,0,No Helmet
Uttar Pradesh,Auto Rickshaw,Black,1996,Gujarat,55,Male,Learner,8,Foggy,Under Construction,Suspended,1,Yes,Yes,Red,80,83,0.18,Not Conducted,Yes,1,1,18,Overloading
Karnataka,Car,Grey,2004,Tamil Nadu,19,Male,Heavy Vehicle,2,Cloudy,Dry,Valid,5,No,,Red,50,110,0.46,Positive,Yes,4,5,10,Signal Jumping
Maharashtra,Bike,Silver,2001,Gujarat,26,Other,Learner,2,Cloudy,Wet,Suspended,4,,,Red,60,103,0.25,Negative,No,0,1,21,Using Mobile Phone
Punjab,Auto Rickshaw,Grey,2001,Gujarat,67,Female,Learner,0,Dust Storm,Slippery,Suspended,5,Yes,Yes,Yellow,30,97,0.06,Positive,Yes,5,6,7,Using Mobile Phone
Gujarat,Bike,Black,2009,Uttar Pradesh,53,Other,Learner,6,Cloudy,Slippery,Expired,1,Yes,Yes,Green,40,83,0.01,Not Conducted,Yes,0,4,12,Signal Jumping
Uttar Pradesh,Car,Yellow,2018,Tamil Nadu,55,Male,Commercial,7,Rainy,Under Construction,Valid,2,Yes,No,Red,40,72,0.13,Negative,Yes,1,3,17,Overloading
Delhi,Bus,Grey,2011,Maharashtra,23,Other,Two-Wheeler,10,Clear,Potholes,Valid,2,,,Yellow,50,56,0.21,Negative,No,3,4,0,Drunk Driving
Punjab,Auto Rickshaw,Green,2023,Delhi,29,Other,Learner,2,Dust Storm,Under Construction,Expired,4,Yes,No,Yellow,40,99,0.2,Positive,No,4,5,4,No Seatbelt
Tamil Nadu,Auto Rickshaw,Grey,1997,West Bengal,31,Other,Heavy Vehicle,7,Foggy,Slippery,Expired,3,No,No,Red,60,113,0.49,Negative,Yes,0,5,6,No Helmet
Punjab,Bike,Blue,2011,Punjab,54,Female,Four-Wheeler,3,Clear,Slippery,Suspended,1,No,No,Red,80,37,0.38,Positive,Yes,3,4,17,Driving Without License
West Bengal,Car,Green,1996,Punjab,20,Female,Learner,3,Rainy,Slippery,Valid,2,Yes,Yes,Red,30,91,0.11,Negative,Yes,3,4,8,Drunk Driving
Gujarat,Auto Rickshaw,Yellow,2006,Tamil Nadu,18,Other,Two-Wheeler,0,Rainy,Slippery,Expired,5,No,,Green,30,72,0.22,Positive,Yes,2,3,2,Signal Jumping
Uttar Pradesh,Car,White,1997,Punjab,36,Other,Four-Wheeler,0,Cloudy,Dry,Suspended,1,,,Green,100,102,0.04,Negative,Yes,1,1,20,Over-speeding
Delhi,Scooter,Black,2003,Delhi,60,Male,Learner,0,Dust Storm,Potholes,Suspended,3,No,Yes,Green,60,63,0.31,Not Conducted,No,1,4,6,No Seatbelt
Uttar Pradesh,Car,Green,1999,Punjab,74,Other,Four-Wheeler,1,Cloudy,Potholes,Suspended,5,,No,Green,100,82,0.17,Positive,No,5,3,16,Wrong Parking
West Bengal,Bike,Black,2007,Uttar Pradesh,51,Female,Two-Wheeler,1,Rainy,Under Construction,Expired,1,,Yes,Green,30,87,0.3,Negative,Yes,3,6,5,Wrong Parking
Gujarat,Truck,Blue,2022,Punjab,18,Male,Heavy Vehicle,1,Cloudy,Slippery,Valid,3,Yes,Yes,Yellow,80,96,0.41,Not Conducted,No,3,6,9,No Helmet
Tamil Nadu,Bus,White,2018,West Bengal,66,Female,Heavy Vehicle,1,Dust Storm,Slippery,Suspended,3,,Yes,Green,40,67,0.49,Negative,Yes,1,0,2,Over-speeding
Tamil Nadu,Car,Silver,2013,Maharashtra,60,Other,Four-Wheeler,6,Rainy,Under Construction,Expired,2,Yes,Yes,Red,60,119,0.07,Positive,No,5,0,6,No Helmet
Tamil Nadu,Bus,White,2023,Maharashtra,21,Male,Four-Wheeler,3,Rainy,Wet,Expired,2,No,Yes,Red,100,39,0.42,Negative,Yes,0,3,14,Signal Jumping
West Bengal,Car,White,2016,Gujarat,32,Female,Learner,6,Dust Storm,Dry,Expired,2,,,Red,60,120,0.48,Negative,No,0,1,7,Drunk Driving
Delhi,Truck,Black,2006,Gujarat,67,Female,Learner,4,Foggy,Potholes,Suspended,4,No,Yes,Red,40,28,0.49,Positive,Yes,3,5,5,Drunk Driving
West Bengal,Bike,Blue,2012,Punjab,38,Female,Heavy Vehicle,8,Clear,Dry,Suspended,1,No,Yes,Yellow,50,57,0.06,Negative,No,4,2,5,Using Mobile Phone
Maharashtra,Scooter,Red,1996,Punjab,36,Other,Four-Wheeler,9,Dust Storm,Dry,Expired,4,Yes,No,Yellow,100,72,0.13,Not Conducted,No,1,4,10,Signal Jumping
Uttar Pradesh,Bus,White,2019,West Bengal,28,Male,Heavy Vehicle,0,Rainy,Wet,Suspended,2,No,,Yellow,60,23,0.5,Not Conducted,Yes,1,3,0,No Seatbelt
